jid,nid,last_name,first_name,middle_name,suffix,birth_month,birth_day,birth_year,birth_city,birth_state,gender,race_or_ethnicity,court_type
3330,1393486,Bland,Oscar,Edward, ,11,21,1877,near Bloomfield,IN,Male,White,Other
191,1377921,Bland,Theodorick, , ,12,6,1776,Dinwiddie County,VA,Male,White,U.S. District Court
192,1377926,Blatchford,Samuel,M., ,3,9,1820,New York,NY,Male,White,U.S. District Court
193,1377931,Blatt,Solomon, ,Jr.,8,20,1921,Sumter,SC,Male,White,U.S. District Court
194,1377936,Bledsoe,Benjamin,Franklin, ,2,8,1874,San Bernardino,CA,Male,White,U.S. District Court
195,1377941,Bloch,Alan,Neil, ,,,1932,Pittsburgh,PA,Male,White,U.S. District Court
196,1377946,Block,Frederic, , ,,,1934,Brooklyn,NY,Male,White,U.S. District Court
197,1377951,Blodgett,Henry,Williams, ,7,21,1821,Amherst,MA,Male,White,U.S. District Court
3552,1394591,Bloom,Beth,Francine, ,,,1962,Bronx,NY,Female,White,U.S. District Court
198,1377956,Blumenfeld,Mosher,Joseph, ,3,23,1904,St. Paul,MN,Male,White,U.S. District Court
199,1377961,Boarman,Alexander, , ,12,10,1839,Yazoo City,MS,Male,White,U.S. District Court
3363,1393651,Boasberg,James,Emanuel, ,,,1963,San Francisco,CA,Male,White,U.S. District Court
200,1377966,Bodine,Joseph,Lamb, ,11,6,1883,Trenton,NJ,Male,White,U.S. District Court
201,1377971,Body,Ralph,C., ,2,18,1903,Yellow House,PA,Male,White,U.S. District Court
3199,1392831,Boe,Nils,Andreas, ,9,10,1913,Baltic,SD,Male,White,Other
202,1377976,Boggs,Danny,Julian, ,,,1944,Havana,Cuba,Male,White,U.S. Court of Appeals
203,1377981,Bogue,Andrew,Wendell, ,5,23,1919,Yankton,SD,Male,White,U.S. District Court
204,1377986,Bohanon,Luther,Lee, ,8,9,1902,Fort Smith,AR,Male,White,U.S. District Court
3570,1394681,Bolden,Victor,Allen, ,,,1965,New York,NY,Male,African American,U.S. District Court
205,1377991,Boldt,George,Hugo, ,12,28,1903,Chicago,IL,Male,White,U.S. District Court
2884,1391256,Bolton,Susan,Ritchie, ,,,1951,Philadelphia,PA,Female,White,U.S. District Court
206,1377996,Bond,Hugh,Lennox, ,12,16,1828,Baltimore,MD,Male,White,U.S. Circuit Court (1869-1911)
207,1378001,Bondy,William, , ,4,9,1870,New York,NY,Male,White,U.S. District Court
208,1378006,Bone,Homer,Truett, ,1,25,1883,Franklin,IN,Male,White,U.S. Court of Appeals
209,1378011,Bonner,Robert,C., ,,,1942,Wichita,KS,Male,White,U.S. District Court
210,1378016,Bonsal,Dudley,Baldwin, ,10,6,1906,Bedford,NY,Male,White,U.S. District Court
211,1378021,Boochever,Robert, , ,10,2,1917,New York,NY,Male,White,U.S. Court of Appeals
4444651,4444651,Boom,Claria,Horn,,,,1969,Ashland,KY,Female,White,U.S. District Court
3274,1393206,Booth,Fenton,Whitlock, ,5,12,1869,Marshall,IL,Male,White,Other
212,1378026,Booth,Wilbur,Franklin, ,8,22,1861, , ,Male,White,U.S. District Court
213,1378031,Bootle,William,Augustus, ,8,19,1902,Walterboro,SC,Male,White,U.S. District Court
214,1378036,Borah,Wayne,G., ,4,28,1891,Baldwin,LA,Male,White,U.S. District Court
215,1378041,Boreman,Herbert,Stephenson, ,9,21,1897,Middlebourne,WV,Male,White,U.S. District Court
216,1378046,Bork,Robert,Heron, ,3,1,1927,Pittsburgh,PA,Male,White,U.S. Court of Appeals
217,1378051,Borman,Paul,D., ,,,1939,Detroit,MI,Male,White,U.S. District Court
218,1378056,Boudin,Michael, , ,,,1939,New York,NY,Male,White,U.S. District Court
3580,1394731,Bough,Stephen,Rogers, ,,,1970,Gainesville,FL,Male,White,U.S. District Court
6595551,6595551,Boulee,Jean-Paul,,,,,1971,Kankakee,IL,Male,White,U.S. District Court
3546,1394561,Boulware,Richard,Franklin,II,,,1968,Rochester,MN,Male,African American,U.S. District Court
219,1378061,Bourne,Benjamin, , ,12,9,1755,Bristol,RI,Male,White,U.S. District Court
220,1378066,Bourquin,George,M., ,6,24,1863,Warren County,PA,Male,White,U.S. District Court
2899,1391331,Bowdre,Karon,O., ,,,1955,Montgomery,AL,Female,White,U.S. District Court
221,1378071,Bowen,Dudley,Hollingsworth,Jr.,,,1941,Augusta,GA,Male,White,U.S. District Court
222,1378076,Bowen,John,Clyde, ,5,12,1888,Newbern,TN,Male,White,U.S. District Court
223,1378081,Bowman,Pasco,Middleton,II,,,1933,Harrisonburg,VA,Male,White,U.S. Court of Appeals
224,1378086,Bownes,Hugh,Henry, ,3,10,1920,New York,NY,Male,White,U.S. District Court
225,1378091,Boyce,Henry, , ,,,1797,Londonderry,Ireland,Male,White,U.S. District Court
226,1378096,Boyd,James,Edmund, ,2,14,1845,Alamance County,NC,Male,White,U.S. District Court
227,1378101,Boyd,Marion,Speed, ,9,12,1900,Covington,TN,Male,White,U.S. District Court
3082,1392246,Boyko,Christopher,A., ,,,1954,Cleveland,OH,Male,White,U.S. District Court
228,1378106,Boyle,Edward,James,Sr.,10,11,1913,McDonoghville,LA,Male,White,U.S. District Court
229,1378111,Boyle,Francis,Joseph, ,6,14,1927,Providence,RI,Male,White,U.S. District Court
3067,1392171,Boyle,Jane,J., ,,,1954,Sharon,PA,Female,White,U.S. District Court
230,1378116,Boyle,John, , ,10,28,1774,Botetourt County,VA,Male,White,U.S. District Court
231,1378121,Boyle,Patricia,Jean Ehrhardt Pernick, ,3,31,1937,Detroit,MI,Female,White,U.S. District Court
232,1378126,Boyle,Terrence,William, ,,,1945,Passaic,NJ,Male,White,U.S. District Court
233,1378131,Boynton,Charles,Albert, ,11,26,1867,Quebec,Canada,Male,White,U.S. District Court
234,1378136,Boynton,Thomas,Jefferson, ,8,31,1838,Amherst,OH,Male,White,U.S. District Court
3012,1391896,Brack,Robert,C., ,,,1953,Lynwood,CA,Male,White,U.S. District Court
235,1378141,Bradford,Edward,Green, ,7,17,1819,Cecil County,MD,Male,White,U.S. District Court
236,1378146,Bradford,Edward,Green,II,3,12,1848,Wilmington,DE,Male,White,U.S. District Court
237,1378151,Bradley,Andrew,Coyle, ,2,12,1844,Washington,DC,Male,White,U.S. District Court
238,1378156,Bradley,Joseph,P., ,3,14,1813,Berne,NY,Male,White,Supreme Court
6278456,6278456,Brady,Holly,Ann,,,,1969,Fort Wayne,IN,Female,White,U.S. District Court
2859,1391131,Brady,James,J., ,2,19,1944,St. Louis,MO,Male,White,U.S. District Court
239,1378161,Bramlette,David,C., ,,,1939,Woodville,MS,Male,White,U.S. District Court
240,1378166,Bramwell,Henry, , ,9,3,1919,Brooklyn,NY,Male,African American,U.S. District Court
4237586,4237586,Branch,Elizabeth,Lee,,,,1968,Atlanta,GA,Female,White,U.S. Court of Appeals
241,1378171,Brandeis,Louis,Dembitz, ,11,13,1856,Louisville,KY,Male,White,Supreme Court
3455,1394106,Brann,Matthew,William, ,,,1965,Elmira,NY,Male,White,U.S. District Court
5153461,5153461,Brasel,Nancy,Ellen,,,,1969,Durham,England,Female,White,U.S. District Court
6383991,6383991,Brasher,Andrew,Lynn,,,,1981,Milan,TN,Male,White,U.S. District Court
242,1378176,Bratcher,Clifton,Rhodes, ,12,23,1917,Morgantown,KY,Male,White,U.S. District Court
243,1378181,Bratton,Howard,C., ,2,4,1922,Clovis,NM,Male,White,U.S. District Court
244,1378186,Bratton,Sam,Gilbert, ,8,19,1888,Kosse,TX,Male,White,U.S. Court of Appeals
245,1378191,Brawley,William,Hiram, ,5,13,1841,Chester,SC,Male,White,U.S. District Court
246,1378196,Brearley,David, , ,6,11,1741,Trenton,NJ,Male,White,U.S. District Court
3335,1393511,Bredar,James,Kelleher, ,,,1957,Omaha,NE,Male,White,U.S. District Court
2987,1391771,Breen,J.,Daniel, ,,,1950,Jackson,TN,Male,White,U.S. District Court
247,1378201,Breitenstein,Jean,Sala, ,7,18,1900,Keokuk,IA,Male,White,U.S. District Court
4602991,4602991,Brennan,Michael,Brian,,,,1963,Milwaukee,WI,Male,White,U.S. Court of Appeals
248,1378206,Brennan,Stephen,W., ,3,20,1893,Clinton,NY,Male,White,U.S. District Court
249,1378211,Brennan,William,Joseph,Jr.,4,25,1906,Newark,NJ,Male,White,Supreme Court
6729576,6729576,Bress,Daniel,Aaron,,,,1979,Hollister,CA,Male,White,U.S. Court of Appeals
250,1378216,Brett,Thomas,Rutherford, ,,,1931,Oklahoma City,OK,Male,White,U.S. District Court
251,1378221,Brewer,David,Josiah, ,6,20,1837,Smyrna,Asia Minor,Male,White,U.S. Circuit Court (1869-1911)
252,1378226,Brewster,Elisha,Hume, ,9,10,1871,Worthington,MA,Male,White,U.S. District Court
253,1378231,Brewster,Leo, , ,10,16,1903,Fort Worth,TX,Male,White,U.S. District Court
254,1378236,Brewster,Rudi,M., ,5,18,1932,Sioux Falls,SD,Male,White,U.S. District Court
2719,1390436,Breyer,Charles,R., ,,,1941,San Francisco,CA,Male,White,U.S. District Court
255,1378241,Breyer,Stephen,Gerald, ,,,1938,San Francisco,CA,Male,White,U.S. Court of Appeals
3367,1393671,Briccetti,Vincent,Louis, ,,,1954,Mt. Kisco,NY,Male,White,U.S. District Court
256,1378246,Brieant,Charles,L.,Jr.,3,13,1923,Ossining,NY,Male,White,U.S. District Court
257,1378251,Briggle,Charles,Guy, ,1,27,1883,Rushville,IL,Male,White,U.S. District Court
258,1378256,Bright,John, , ,5,23,1884,Middletown,NY,Male,White,U.S. District Court
259,1378261,Bright,Myron,H., ,3,5,1919,Eveleth,MN,Male,White,U.S. Court of Appeals
260,1378266,Brimmer,Clarence,Addison,Jr.,7,11,1922,Rawlins,WY,Male,White,U.S. District Court
3191,1392791,Brimmer,Philip,A., ,,,1959,Rawlins,WY,Male,White,U.S. District Court
261,1378271,Brinkema,Leonie,M., ,,,1944,Teaneck,NJ,Female,White,U.S. District Court
262,1378276,Briones,David, , ,,,1943,El Paso,TX,Male,Hispanic,U.S. District Court
263,1378281,Briscoe,Mary,Beck, ,,,1947,Council Grove,KS,Female,White,U.S. Court of Appeals
264,1378286,Bristol,William, , ,6,2,1779,Hamden,CT,Male,White,U.S. District Court
265,1378291,Britt,William,Earl, ,,,1932,McDonald,NC,Male,White,U.S. District Court
5375096,5375096,Brnovich,Susan,Marie,,,,1968,Madison,WI,Female,White,U.S. District Court
266,1378296,Broaddus,Bower,Slack, ,5,30,1888,Chillicothe,MO,Male,White,U.S. District Court
267,1378301,Broadwater,W.,Craig, ,8,8,1950,Elk City,OK,Male,White,U.S. District Court
268,1378306,Brockenbrough,John,White, ,12,23,1806,Hanover County,VA,Male,White,U.S. District Court
269,1378311,Broderick,Raymond,Joseph, ,5,29,1914,Philadelphia,PA,Male,White,U.S. District Court
3488,1394271,Broderick,Vernon,Speede, ,,,1963,New York,NY,Male,African American/Hispanic,U.S. District Court
270,1378316,Broderick,Vincent,Lyons, ,4,26,1920,New York,NY,Male,White,U.S. District Court
3413,1393901,Brodie,Margo,Kitsy, ,,,1966,St. John`s,Antigua,Female,African American,U.S. District Court
271,1378321,Brody,Anita,Blumstein, ,,,1935,New York,NY,Female,White,U.S. District Court
272,1378326,Brody,Morton,Aaron, ,6,12,1933,Lewiston,ME,Male,White,U.S. District Court
273,1378331,Bronson,Isaac,Hopkins, ,10,16,1802,Waterbury,CT,Male,White,U.S. District Court
274,1378336,Brooks,Gene,Edward, ,6,21,1931,Griffin,IN,Male,White,U.S. District Court
275,1378341,Brooks,George,Washington, ,3,16,1821,Elizabeth City,NC,Male,White,U.S. District Court
276,1378346,Brooks,Henry,Luesing, ,12,9,1905,Louisville,KY,Male,White,U.S. District Court
3509,1394376,Brooks,Timothy,Lloyd, ,,,1964,Detroit,MI,Male,White,U.S. District Court
4477666,4477666,Broomes,John,Wesley,,,,1969,New Orleans,LA,Male,White,U.S. District Court
277,1378351,Broomfield,Robert,Cameron, ,6,18,1933,Detroit,MI,Male,White,U.S. District Court
278,1378356,Brorby,Wade, , ,,,1934,Omaha,NE,Male,White,U.S. Court of Appeals
279,1378361,Brotman,Stanley,Seymour, ,7,27,1924,Vineland,NJ,Male,White,U.S. District Court
7049261,7049261,Brown,Ada,Elene,,,,1974,Oklahoma City,OK,Female,African American,U.S. District Court
280,1378366,Brown,Addison, , ,2,21,1830,West Newbury,MA,Male,White,U.S. District Court
2840,1391036,Brown,Anna,J., ,,,1952,Portland,OR,Female,White,U.S. District Court
281,1378371,Brown,Arthur,Lewis, ,11,28,1854,Providence,RI,Male,White,U.S. District Court
282,1378376,Brown,Bailey, , ,6,16,1917,Memphis,TN,Male,White,U.S. District Court
3495,1394306,Brown,Debra,Marie, ,,,1963,Yazoo City,MS,Female,African American,U.S. District Court
283,1378381,Brown,Garrett,E.,Jr.,,,1943,Orange,NJ,Male,White,U.S. District Court
7545476,7545476,Brown,Gary,Richard,,,,1963,Brooklyn,NY,Male,White,U.S. District Court
3303,1393351,Brown,George,Stewart, ,8,16,1871,Baltimore,MD,Male,White,Other
284,1378386,Brown,Henry,Billings, ,3,2,1836,South Lee,MA,Male,White,U.S. District Court
3088,1392276,Brown,Janice,Rogers, ,,,1949,Greenville,AL,Female,African American,U.S. Court of Appeals
6840201,6840201,Brown,Jeffrey,Vincent,,,,1970,Dallas,TX,Male,White,U.S. District Court
285,1378391,Brown,John,Robert, ,12,10,1909,Funk,NE,Male,White,U.S. Court of Appeals
4028216,4028216,Brown,Michael,Lawrence,,,,1968,Quantico,VA,Male,White,U.S. District Court
286,1378396,Brown,Morgan,Welles, ,,,1800,Clarksville,TN,Male,White,U.S. District Court
3387,1393771,Brown,Nannette,Jolivette, ,,,1963,Lafayette,LA,Female,African American,U.S. District Court
287,1378401,Brown,Paul,Neeley, ,10,4,1926,Grayson County,TX,Male,White,U.S. District Court
288,1378406,Brown,Robert,Lewis,Sr.,5,25,1892,Phillipsburg,MT,Male,White,U.S. District Court
289,1378411,Brown,Wesley,Ernest, ,6,22,1907,Hutchinson,KS,Male,White,U.S. District Court
3023,1391951,Browning,James,O., ,,,1956,Levelland,TX,Male,White,U.S. District Court
290,1378416,Browning,James,Robert, ,10,1,1918,Great Falls,MT,Male,White,U.S. Court of Appeals
291,1378421,Browning,William,Docker, ,5,19,1931,Tucson,AZ,Male,White,U.S. District Court
3490,1394281,Bruce,Colin,Stirling, ,,,1965,Urbana,IL,Male,White,U.S. District Court
292,1378426,Bruce,John, , ,2,16,1832,Sterlingshire,Scotland,Male,White,U.S. District Court
293,1378431,Bruchhausen,Walter, , ,5,29,1892,Brooklyn,NY,Male,White,U.S. District Court
294,1378436,Brunetti,Melvin,T., ,11,10,1933,Reno,NV,Male,White,U.S. Court of Appeals
295,1378441,Bryan,Albert,Vickers, ,7,23,1899,Alexandria,VA,Male,White,U.S. District Court
296,1378446,Bryan,Albert,Vickers,Jr.,11,8,1926,Alexandria,VA,Male,White,U.S. District Court
297,1378451,Bryan,Frederick,van Pelt, ,4,27,1904,Brooklyn,NY,Male,White,U.S. District Court
298,1378456,Bryan,George,Seabrook, ,5,22,1809,Charleston,SC,Male,White,U.S. District Court
299,1378461,Bryan,Nathan,Philemon, ,4,23,1872,Fort Mason,FL,Male,White,U.S. Court of Appeals
300,1378466,Bryan,Robert,Jensen, ,,,1934,Bremerton,WA,Male,White,U.S. District Court
301,1378471,Bryant,David,Ezekiel, ,10,19,1849,LaRue County,KY,Male,White,U.S. District Court
302,1378476,Bryant,Frederick,Howard, ,7,25,1877,Lincoln,VT,Male,White,U.S. District Court
303,1378481,Bryant,Randolph, , ,5,2,1893,Sherman,TX,Male,White,U.S. District Court
3144,1392556,Bryant,Vanessa,Lynne, ,,,1954,Queens,NY,Female,African American,U.S. District Court
304,1378486,Bryant,William,Benson, ,9,18,1911,Wetumpka,AL,Male,African American,U.S. District Court
305,1378491,Bryson,William,Curtis, ,,,1945,Houston,TX,Male,White,U.S. Court of Appeals
306,1378496,Bua,Nicholas,John, ,2,9,1925,Chicago,IL,Male,White,U.S. District Court
307,1378501,Buchmeyer,Jerry, , ,9,5,1933,Overton,TX,Male,White,U.S. District Court
2838,1391026,Buchwald,Naomi,Reice, ,,,1944,Kingston,NY,Female,White,U.S. District Court
308,1378506,Bucklew,Susan,C., ,,,1942,Tampa,FL,Female,White,U.S. District Court
309,1378511,Buckley,James,Lane, ,,,1923,New York,NY,Male,White,U.S. Court of Appeals
310,1378516,Bucklo,Elaine,E., ,,,1944,Chelsea,MA,Female,White,U.S. District Court
311,1378521,Buckwalter,Ronald,Lawrence, ,,,1936,Lancaster,PA,Male,White,U.S. District Court
312,1378526,Bue,Carl,Olaf,Jr.,,,1922,Chicago,IL,Male,White,U.S. District Court
6801616,6801616,Buescher,Brian,Craig,,,,1975,Beatrice,NE,Male,White,U.S. District Court
313,1378531,Buffington,Joseph, , ,9,5,1855,Kittanning,PA,Male,White,U.S. District Court
314,1378536,Bullock,Frank,William,Jr.,,,1938,Oxford,NC,Male,White,U.S. District Court
315,1378541,Bullock,Jonathan,Russell, ,9,6,1815,Bristol,RI,Male,White,U.S. District Court
7499211,7499211,Bumatay,Patrick,Joseph,,,,1978,Secaucus,NJ,Male,Asian American,U.S. Court of Appeals
3116,1392416,Bumb,Renee,Marie, ,,,1960,Bellevue,OH,Female,White,U.S. District Court
316,1378546,Bunn,Romanzo, , ,9,24,1829,South Hartwick,NY,Male,White,U.S. District Court
2919,1391431,Bunning,David,L., ,,,1966,Ft. Thomas,KY,Male,White,U.S. District Court
317,1378551,Bunton,Lucius,Desha,III,12,1,1924,Del Rio,TX,Male,White,U.S. District Court
318,1378556,Burciaga,Juan,Guerrero, ,8,17,1929,Roswell,NM,Male,Hispanic,U.S. District Court
319,1378561,Burger,Warren,Earl, ,9,17,1907,St. Paul,MN,Male,White,U.S. Court of Appeals
320,1378566,Burgess,Franklin,D., ,3,9,1935,Eudora,AR,Male,African American,U.S. District Court
3096,1392316,Burgess,Timothy,Mark, ,,,1956,San Francisco,CA,Male,White,U.S. District Court
321,1378571,Burke,Harold,P., ,6,6,1895,Rochester,NY,Male,White,U.S. District Court
5373561,5373561,Burke,Liles,Clifton,,,,1969,Cullman,AL,Male,White,U.S. District Court
322,1378576,Burke,Lloyd,Hudson, ,4,1,1916,Oakland,CA,Male,White,U.S. District Court
323,1378581,Burns,Ellen,Bree, ,12,13,1923,New Haven,CT,Female,White,U.S. District Court
324,1378586,Burns,James,Milton, ,11,24,1924,Portland,OR,Male,White,U.S. District Court
3033,1392001,Burns,Larry,Alan, ,,,1954,Pasadena,CA,Male,White,U.S. District Court
325,1378591,Burns,Louis,Henry, ,5,11,1878,New Orleans,LA,Male,White,U.S. District Court
326,1378596,Burns,Owen,McIntosh, ,9,6,1892,Danville,IL,Male,White,U.S. District Court
327,1378601,Burns,Waller,Thomas, ,1,14,1858,La Grange,TX,Male,White,U.S. District Court
328,1378606,Burrage,Billy,Michael, ,,,1950,Durant,OK,Male,American Indian,U.S. District Court
329,1378611,Burrell,Garland,Ellis,Jr.,,,1947,Los Angeles,CA,Male,African American,U.S. District Court
3581,1394736,Burroughs,Allison,Dale, ,,,1961,Boston,MA,Female,White,U.S. District Court
330,1378616,Burrows,Warren,Booth, ,9,14,1877,Poquonock Bridge,CT,Male,White,U.S. District Court
331,1378621,Burton,Harold,Hitz, ,6,22,1888,Jamaica Plain,MA,Male,White,Supreme Court
2925,1391461,Bury,David,C., ,,,1942,Tulsa,OK,Male,White,U.S. District Court
3114866,3114866,Bush,John,Kenneth,,,,1964,Hot Springs,AR,Male,White,U.S. Court of Appeals
332,1378626,Busteed,Richard, , ,2,16,1822,County Cavan,Ireland,Male,White,U.S. District Court
333,1378631,Butler,Algernon,Lee, ,8,2,1905,Clinton,NC,Male,White,U.S. District Court
334,1378636,Butler,Charles,Randolph,Jr.,,,1940,New York,NY,Male,White,U.S. District Court
335,1378641,Butler,Pierce, , ,3,17,1866,Dakota County,MN,Male,White,Supreme Court
336,1378646,Butler,William, , ,12,2,1822,Chester County,PA,Male,White,U.S. District Court
2787,1390771,Buttram,H.,Dean,Jr.,,,1950,Gadsden,AL,Male,White,U.S. District Court
337,1378651,Butzner,John,Decker,Jr.,10,2,1917,Scranton,PA,Male,White,U.S. District Court
2981,1391741,Bybee,Jay,S., ,,,1953,Oakland,CA,Male,White,U.S. Court of Appeals
2852,1391096,Bye,Kermit,Edward, ,,,1937,Hatton,ND,Male,White,U.S. Court of Appeals
338,1378656,Byers,Mortimer,W., ,3,28,1877,Brooklyn,NY,Male,White,U.S. District Court
339,1378661,Byrd,Charles,Willing, ,7,26,1770,Westover,VA,Male,White,U.S. District Court
341,1378671,Byrne,William,Matthew,Jr.,9,3,1930,Los Angeles,CA,Male,White,U.S. District Court
340,1378666,Byrne,William,Matthew,Sr.,7,10,1896,Bakersfield,CA,Male,White,U.S. District Court
342,1378676,Byrnes,James,Francis, ,5,2,1882,Charleston,SC,Male,White,Supreme Court
3550,1394581,Byron,Paul,Gregory, ,,,1959,Queens,NY,Male,White,U.S. District Court
343,1378681,Cabot,Ted, , ,2,5,1917,Hobe Sound,FL,Male,White,U.S. District Court
344,1378686,Cabranes,Jos?,Alberto, ,,,1940,Mayaguez,Puerto Rico,Male,Hispanic,U.S. District Court
345,1378691,Cacheris,James,Chris, ,,,1933,Pittsburgh,PA,Male,White,U.S. District Court
346,1378696,Cadwalader,John, , ,4,1,1805,Philadelphia,PA,Male,White,U.S. District Court
347,1378701,Caffey,Francis,Gordon, ,10,28,1868,Gordonsville,AL,Male,White,U.S. District Court
348,1378706,Caffrey,Andrew,Augustine, ,10,2,1920,Lawrence,MA,Male,White,U.S. District Court
349,1378711,Cahill,Clyde,S.,Jr.,4,9,1923,St. Louis,MO,Male,African American,U.S. District Court
350,1378716,Cahn,Edward,Norman, ,,,1933,Allentown,PA,Male,White,U.S. District Court
351,1378721,Caillouet,Adrian,Joseph, ,2,19,1883,Thibodaux,LA,Male,White,U.S. District Court
6631566,6631566,Cain,James,David,Jr.,,,1964,DeRidder,LA,Male,White,U.S. District Court
3386,1393766,Cain,Timothy,Martin, ,,,1961,Seneca,SC,Male,White,U.S. District Court
352,1378726,Calabresi,Guido, , ,,,1932,Milan,Italy,Male,White,U.S. Court of Appeals
353,1378731,Caldwell,Alexander, , ,11,1,1774, ,NJ,Male,White,U.S. District Court
354,1378736,Caldwell,Henry,Clay, ,9,4,1832,Marshall County,VA (now WV),Male,White,U.S. District Court
2894,1391306,Caldwell,Karen,K., ,,,1956,Stanford,KY,Female,White,U.S. District Court
355,1378741,Caldwell,William,W., ,11,14,1925,Harrisburg,PA,Male,White,U.S. District Court
356,1378746,Call,Rhydon,Mays, ,1,13,1858,Fernandina,FL,Male,White,U.S. District Court
3002,1391846,Callahan,Consuelo,Maria, ,,,1950,Palo Alto,CA,Female,Hispanic,U.S. Court of Appeals
357,1378751,Callister,Marion,Jones, ,6,6,1921,Moreland,ID,Male,White,U.S. District Court
358,1378756,Cambridge,William,G., ,12,13,1931,Atlantic,IA,Male,White,U.S. District Court
